model,roc_auc,pr_auc,accuracy,precision,recall,f1_score,log_loss,brier_score,ks_statistic,gini_coefficient,portfolio_default_rate,approval_rate,approved_bad_rate,average_pd,expected_loss_total,expected_loss_rate,expected_profit_total,expected_return_pct
scorecard_woe_logistic_uncalibrated,0.6736981937375908,0.41094306681975357,0.6582209390304039,0.3915088397094024,0.5317704768423455,0.4509856089007135,0.6202121092274214,0.2154541024530911,0.24934927082518105,0.34739638747518153,0.26397949235292123,0.00040277500686976064,0.11214953271028037,0.44432088360204847,1196839331.6462972,0.3104747252737362,-207377535.98879716,-0.053796263050196975
scorecard_woe_logistic_calibrated,0.6735724598370914,0.40779240131934635,0.7392427077020368,0.5314659608881047,0.10308293406342688,0.1726740714200406,0.541852743560209,0.18084318646997816,0.2490395941822448,0.3471449196741827,0.26397949235292123,0.06567114738177424,0.16026596354465206,0.24385475208334134,671964400.8959893,0.1743157642345673,317497394.76151067,0.08236269798897194
